Unnamed: 0,title,author,rating,voters,price,currency,description,publisher,page_count,generes,ISBN,language,published_date,user_id,user_name,user_gender
356,Spider-Man: Anti-Venom,Dan Slott,4.0,"1,701",19.65,SAR,"What's Black, White, and Dead all over?!?! From the pages of last year's best-selling New Ways to Die, Zeb Wells (Amazing Spider-Man, New Mutants) and Paulo Siqueira (Amazing Spider-Man, Ms. Marvel) bring you the story of Eddie Brock, the sallow symbiote known as Anti-Venom! With his life saved by Spider-Man, Eddie is cautiously walking the line between the darkness and light while trying to find his place in a world marked only by gray... and the absolute last person he needs to run into is the Punisher! Unfortunately, the Punisher remembers Eddie as a coldblooded killer, and that is just gonna hurt. Collects Dark Reign: Anti-Venom #1-3, Extra #2 (Anti-Venom story)",Marvel Entertainment,96.0,"Comics &amp, Graphic Novels , Superheroes",9.78079E+12,English,10-Mar-10,357,user_357,Other
357,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,24,4.17,SAR,"This carefully crafted ebook: ""The Art of War (The Classic Lionel Giles Translation)” is formatted for your eReader with a functional table of contents. The Art of War is an ancient Chinese military treatise that is attributed to Sun Tzu (also referred to as ""Sunzi"" and ""Sun Wu""), a high ranking military general, strategist and tactist. The Art of War has also been applied to business and managerial strategies. Composed of 13 chapters, each of which is devoted to one aspect of warfare. It is said to be the definitive work on military strategies and tactics of its time, and is still read for its military insight which can be applied to business and managerial strategies as well.",e-artnow,80.0,"Biography &amp, Autobiography , Historical",9.78807E+12,English,2-Jun-12,358,user_358,Other
358,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,4.5,4,58.99,SAR,"Based on the bestselling AMA seminar, a nuts-and-bolts guide to the dollars-and-cents issues that drive your organization! As a department manager, the last thing you want to think about is numbers. But the truth is, that’s the only thing your executives and senior managers are thinking about so it’s crucial to understand key financial information like balance sheets, income statements, cash flow statements, budgets and forecasts, and annual reports. With over 40,000 copies sold, The Essentials of Finance and Accounting for Nonfinancial Managers has long provided readers with insight into the financial fundamentals. It demystifies the role accounting and finance play in a corporation, demonstrates how financial decisions reflect business goals, and shows how managers can connect corporate financial information directly to their own strategies and actions. Now revised to reflect new accounting and financial standards, the second edition includes: Strategies for getting your share of the budget • New case studies and practice sessions • An explanation of Sarbanes-Oxley and its relevance to nonfinancial managers • How to manage cash flow in tough times • Fraud detection tools • An expanded glossary including up-to-the-minute business concepts and terminology • And more",AMACOM,320.0,"Business &amp, Economics , Budgeting",9.78081E+12,English,15-Mar-11,359,user_359,Female
359,Deadpool Kills the Marvel Universe,Cullen Bunn,4.2,"38,526",27.53,SAR,Collects Deadpool Kills the Marvel Universe #1-4. What if everything you thought was funny about Deadpool was actually just disturbing? What if he decided to kill everyone and everything that makes up the Marvel Universe? What if he actually pulled it off? Would that be FUN for you? The Merc with a Mouth takes a turn for the twisted in a horror comic like no other!,Marvel Entertainment,96.0,none,9.7813E+12,English,21-May-14,360,user_360,Other
360,Kingdom Of Strangers,Zoe Ferraris,4.5,10,39.34,SAR,"Ibrahim Al-Brehm is a respectable husband a police inspector on Jeddah's murder squad. But for the past year, he has been having an affair with a woman named Maria. One day though, she disappears.Terrified and with nowhere else to turn, Ibrahim goes to Katya, one of the few women on the force. As she ventures into Saudi Arabia's underworld, she uncovers a murder which connects Maria to a human trafficking ring. Soon Ibrahim realises that the killer is closer to home than he had ever imagined.Kingdom of Strangers is a suspenseful story of murder and deception among Saudi Arabia's shaded alleys, gleaming compounds and vast lonely deserts.",Hachette UK,368.0,"Fiction , Mystery &amp, Detective , General",9.78075E+12,English,7-Jun-12,361,user_361,Male
361,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,166,53.11,SAR,"In Wrecking Ball, Book 14 of the Diary of a Wimpy Kid series—from #1 international bestselling author Jeff Kinney—an unexpected inheritance gives Greg Heffley’s family a chance to make big changes to their house. But they soon find that home improvement isn’t all it’s cracked up to be.

 Once the walls come down, all sorts of problems start to crop up. Rotten wood, toxic mold, unwelcome critters, and something even more sinister all make Greg and his family wonder if the renovations are worth the trouble. When the dust finally settles, will the Heffleys be able to stay . . . or will they need to get out of town?

 And don’t miss Diary of an Awesome Friendly Kid: Rowley Jefferson’s Journal—the instant #1 bestseller—told from Greg's best friend Rowley’s perspective!",Abrams,224.0,none,9.78168E+12,English,5-Nov-19,362,user_362,Male
362,Ready Player One,Ernest Cline,4.6,"17,719",39.34,SAR,"Nominated as one of America’s best-loved novels by PBS’s The Great American Read

The worldwide bestseller—now a major motion picture directed by Steven Spielberg.

In the year 2045, reality is an ugly place. The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines—puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. But when Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win—and confront the real world he's always been so desperate to escape.",Broadway Books,384.0,"Fiction , Science Fiction , Action &amp, Adventure",9.78031E+12,English,16-Aug-11,363,user_363,Other
363,Final Option: 'The best one yet',Clive Cussler,5.0,3,93.75,SAR,"THE THRILLING NEW OREGON FILES NOVEL FROM THE ADVENTURE KING CLIVE CUSSLER'An all-out nonstop action thriller . . . the best one yet. The story hits the gas pedal and never taps the brakes' Mail Online

 The Oregon crew face their greatest threat - a ship as secretive and powerful as their own and an enemy from their captain's past every bit as wily and canny as Cabrillo himself . . .  When the CIA realizes the identities of three American spies in Brazil have been compromised, they turn to Juan Cabrillo and the crew of the Oregon to rescue the agents. What seems like a routine operation turns out to be a trap designed by Juan Cabrillo's greatest enemy, seeking revenge. At the heart of the plot is a state-of-the-art ship that is identical to the Oregon: same weaponry, same technology, same ability to evade capture. But it doesn't have is Cabrillo and his talented crew - will they be enough to go up against the only ship that rivals their own? In this high-stakes high seas mission packed with page-turning intrigue and exhilarating suspense, Final Option proves once again that no one writes adventure like Cussler.
 __________ 'Cussler is hard to beat' 
 Daily Mail 'The Adventure King' 
 Sunday Express
 
 'Nobody does it better . . . nobody!' 
 Stephen Coonts
 
 'Just about the best storyteller in the business' 
 New York Post",Penguin UK,400.0,none,9.78141E+12,English,14-Nov-19,364,user_364,Female
364,The Law of Success in Sixteen Lessons,Napoleon Hill,4.7,97,7.84,SAR,"The Law of Success was a precursor to Napoleon Hill's Think and Grow Rich. Hill was well known for researching what made millionaires different from the common man. The sixteen lessons in this book perfectly crystallize everything you will need to know to succeed during these hard economic times. Many of today's best known self help books take there core concepts form this book. The Secret, the Power of Positive Thinking, the Millionaire next door, and The Law of Attraction all take their basic premises from this landmark work. Now you can get it from the source. Once you've read this book you will understand what gives certain people an edge over everyone else. By following the advice laid out clearly herein you'll be the one with an edge. It's time to stop wondering what it's like to be rich and start knowing. This book has changed countless lives and it can change yours! Unlike many of the other editions on the market today, this edition is complete and unabridged! Wilder Publications is a green publisher. All of our books are printed to order. This reduces waste and helps us keep prices low while greatly reducing our impact on the environment.",Simon and Schuster,547.0,none,9.78163E+12,English,20-May-13,365,user_365,Female
365,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,SAR,"The intergalactic adventures of Arthur Dent begin in the first volume of the 'trilogy of five', Douglas Adams' comedy sci-fi classic The Hitchhiker's Guide to the Galaxy. This edition, with a metallic sheen cover, includes exclusive bonus material from the Douglas Adams archives, and an introduction by former Doctor Who showrunner, Russell T Davies.On 12 October 1979 the most remarkable book ever to come out of the great publishing corporations of Ursa Minor (and Earth) was made available to humanity - The Hitchhiker's Guide to the Galaxy.

It's an ordinary Thursday lunchtime for Arthur Dent until his house gets demolished. The Earth follows shortly afterwards to make way for a new hyperspace express route, and his best friend has just announced that he's an alien. At this moment, they're hurtling through space with nothing but their towels and an innocuous-looking book inscribed, in large friendly letters, with the words: DON'T PANIC. The weekend has only just begun . . .Follow Arthur Dent's galactic (mis)adventures in the rest of the trilogy with five parts: The Restaurant at the End of the Universe, Life, the Universe and Everything, So Long, and Thanks for All the Fish, and Mostly Harmless.",Pan Macmillan,245.0,"Fiction , Science Fiction , Action &amp, Adventure",9.78033E+12,English,1-Sep-09,366,user_366,Other
366,Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,18,73.92,SAR,"As the former chairman and CEO of Thomas Nelson Publishers, author Michael Hyatt gained insight on the importance of combining compelling products with a meaningful platform. Now, with nearly three hundred thousand followers on Twitter, his large and growing platform serves as the foundation for his own successful writing, speaking, and business coaching practice. In this straightforward how-to, he offers down-to-earth guidance on crafting an effective and meaningful online platform to help readers extend their influence, monetize it, and build a sustainable career.Social media technologies have provided unprecedented opportunities for getting noticed and earning money in an increasingly noisy world. Platform goes behind the scenes into the world of social media success. You’ll discover what bestselling authors, public speakers, entrepreneurs, musicians, and other creatives are doing differently to gain contacts, connections, and followers and win customers in today’s crowded marketplace. With proven strategies, easy-to-replicate formulas, and practical tips, this book makes it easier, less expensive, and more possible than ever to stand out from the crowd and launch a business.",HarperCollins Leadership,288.0,none,9.7816E+12,English,21-May-12,367,user_367,Other
367,Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,4.5,13,70.7,SAR,"A practical guide to the new economy that is transforming the way we live, work, and play. Uber. Airbnb. Amazon. Apple. PayPal. All of these companies disrupted their markets when they launched. Today they are industry leaders. What’s the secret to their success? These cutting-edge businesses are built on platforms: two-sided markets that are revolutionizing the way we do business. Written by three of the most sought-after experts on platform businesses, Platform Revolution is the first authoritative, fact-based book on platform models. Whether platforms are connecting sellers and buyers, hosts and visitors, or drivers with people who need a ride, Geoffrey G. Parker, Marshall W. Van Alstyne, and Sangeet Paul Choudary reveal the what, how, and why of this revolution and provide the first “owner’s manual” for creating a successful platform business. Platform Revolution teaches newcomers how to start and run a successful platform business, explaining ways to identify prime markets and monetize networks. Addressing current business leaders, the authors reveal strategies behind some of today’s up-and-coming platforms, such as Tinder and SkillShare, and explain how traditional companies can adapt in a changing marketplace. The authors also cover essential issues concerning security, regulation, and consumer trust, while examining markets that may be ripe for a platform revolution, including healthcare, education, and energy. As digital networks increase in ubiquity, businesses that do a better job of harnessing the power of the platform will win. An indispensable guide, Platform Revolution charts out the brilliant future of platforms and reveals how they will irrevocably alter the lives and careers of millions.",W. W. Norton & Company,256.0,"Business &amp, Economics , Entrepreneurship",9.78039E+12,English,28-Mar-16,368,user_368,Female
368,A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,4.5,522,18.72,SAR,"“An action packed fantasy sure to please fans of Morgan Rice’s previous novels, along with fans of works such as The Inheritance Cycle by Christopher Paolini…. Fans of Young Adult Fiction will devour this latest work by Rice and beg for more.”
--The Wanderer, A Literary Journal (regarding Rise of the Dragons)  The #1 Bestselling series, with over 400 five star reviews!  A FORGE OF VALOR is book #4 in Morgan Rice’s bestselling epic fantasy series KINGS AND SORCERERS (which begins with RISE OF THE DRAGONS, a free download)!  In A FORGE OF VALOR, Kyra slowly returns from the verge of death, healed by Kyle’s love and mysterious power. As he sacrifices for her, she regains her strength—yet not without a price. She presses Alva for the secret of her lineage, and he finally reveals all about her mother. Given a chance to quest to the source of her power, Kyra must make a crucial choice: whether to complete her training or journey to help her father, who wallows in the capital dungeon, his execution pending.  Aidan, Motley at his side, also strives to rescue his father, trapped in the perilous capital, while in the far corner of the kingdom, Merk, amazed by what he discovers in the Tower of Ur, braces himself against a massive troll invasion. His Tower surrounded, he must fight alongside his fellow Watchers, to defend his nation’s most precious relic.  Dierdre finds herself facing a full-fledged Pandesian invasion in her embattled city of Ur. As her precious city is destroyed all around her, she has to decide whether to escape or to make a final, heroic stand. Alec, meanwhile, finds himself at sea with his cryptic newfound friend, sailing to a land he’s never been, one even more mysterious than his companion. It is here that, finally, he learns of his destiny—and of the last hope for Escalon.  With its strong atmosphere and complex characters, A FORGE OF VALOR is a sweeping saga of knights and warriors, of kings and lords, of honor and valor, of magic, destiny, monsters and dragons. It is a story of love and broken hearts, of deception, ambition and betrayal. It is fantasy at its finest, inviting us into a world that will live with us forever, one that will appeal to all ages and genders.  Book #5 in KINGS AND SORCERERS will be published soon.   “If you thought that there was no reason left for living after the end of the Sorcerer’s Ring series, you were wrong. Morgan Rice has come up with what promises to be another brilliant series, immersing us in a fantasy of trolls and dragons, of valor, honor, courage, magic and faith in your destiny. Morgan has managed again to produce a strong set of characters that make us cheer for them on every page.…Recommended for the permanent library of all readers that love a well-written fantasy.”
--Books and Movie Reviews, Roberto Mattos (regarding Rise of the Dragons)",Morgan Rice,250.0,"Juvenile Fiction , Science Fiction",9.78163E+12,English,7-Sep-15,369,user_369,Male
369,Salvaged,Madeleine Roux,4.0,1,47.78,SAR,"A WOMAN ON THE RUN. A CAPTAIN ADRIFT IN SPACE. ONE OF THEM IS INFECTED WITH AN ALIEN PARASITE. 

In this dark science fiction thriller, a young woman must confront her past so the human race will have a future.

Rosalyn Devar is on the run from her famous family, the bioengineering job she's come to hate, and her messed-up life. She's run all the way to outer space, where she's taken a position as a ""space janitor,"" cleaning up ill-fated research expeditions. But no matter how far she goes, Rosalyn can't escape herself. After too many mistakes on the job, she's given one last chance: take care of salvaging the Brigantine, a research vessel that has gone dark, with all crew aboard thought dead.

But the Brigantine's crew are very much alive--if not entirely human. Now Rosalyn is trapped on board, alone with a crew infected by a mysterious parasitic alien. The captain, Edison Aries, seems to still maintain some control over himself and the crew, but he won't be able to keep fighting much longer. Rosalyn and Edison must find a way to stop the parasite's onslaught...or it may take over the entire human race.",Penguin,368.0,"Fiction , Horror",9.78045E+12,English,15-Oct-19,370,user_370,Other
370,Diabolical,Jana DeLeon,4.8,85,23.59,SAR,"From New York Times bestselling author Jana DeLeon, the third book in the Shaye Archer thriller series.Nine years ago, the police found Shaye Archer wandering in the French Quarter, beaten and abused and with no memory of the previous fifteen years, not even her name. Now, at twenty-four, Shaye is a licensed private investigator, determined to get answers for her clients when the police can’t help. But her last case uncovered more than anyone anticipated, and pieces of Shaye’s missing past have surfaced with unexpected consequences.She’s starting to remember.Will Shaye unlock the secrets buried deep in her mind? And more importantly, can she handle the truth if she does?",Jana DeLeon,360.0,none,9.78194E+12,English,8-Aug-16,371,user_371,Male
371,Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,5.0,2,47.22,SAR,"Are you intimidated by day trading? Think it's only for the select few who are savvy with stocks or are financial savants? Well, think again, because anyone can master day trading--and once you learn the basic techniques, it's possible to make a boatload of money! The flip side: if you don't know what you're doing, you can lose your shirt.

In this entry-level guide to day trading, MarketWatch columnist and financial journalist Michael Sincere assumes you know nothing. Zip. Zero. Inside, he shows you how to get started and breaks day trading down by clearly explaining:What computer equipment you'll needHow much money is requiredThe technical jargon of day tradingKey strategies you'll employ while tradingHow you can manage risk Most important, Sincere lets you in on the biggest secret of all: how to master the mind game of day trading.

Thousands of day traders have watched their bank accounts balloon thanks to Wall Street. Now you can get into the market and enter their coveted ranks.",Simon and Schuster,224.0,none,9.78144E+12,English,18-Feb-11,372,user_372,Other
372,"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,4.5,832,29.29,SAR,"HBO’s hit series A GAME OF THRONES is based on George R. R. Martin’s internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age. A FEAST FOR CROWS is the fourth volume in the series. The Lannisters are in power on the Iron Throne. The war in the Seven Kingdoms has burned itself out, but in its bitter aftermath new conflicts spark to life. The Martells of Dorne and the Starks of Winterfell seek vengeance for their dead. Euron Crow’s Eye, as black a pirate as ever raised a sail, returns from the smoking ruins of Valyria to claim the Iron Isles. From the icy north, where Others threaten the Wall, apprentice Maester Samwell Tarly brings a mysterious babe in arms to the Citadel. As plots, intrigue and battle threaten to engulf Westeros, victory will go to the men and women possessed of the coldest steel and the coldest hearts.",HarperCollins UK,864.0,"Fiction , Fantasy , General",9.78001E+12,English,24-Feb-11,373,user_373,Male
373,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,2,69.24,SAR,"'A must-read' MARK MANSON

'Exactly what most of us need in order to focus on what is important, rather than the dazzling, illuminated, unsatisfying distractions of modern life' MATT HAIG

'Does exactly as it promises. Amazing' CHRIS EVANS

'A guide to staying focused in an age of constant distraction' GUARDIAN

'Eyal argues with impeccable logic' THE TIMES

'Masses of really useful arsenal and some very interesting studies about how to be less distracted in the world' PANDORA SYKES

'Now there's a way we can regain our ability to focus' RED
___________________________

We are living through a crisis of distraction. Plans get sidetracked, friends are ignored, work never seems to get done. 

Why does it feel like we're distracting our lives away?

In Indistractable, behavioural designer Nir Eyal shows what life could look like if you followed through on your intentions. Instead of suggesting a digital detox, Eyal reveals the hidden psychology driving you to distraction, and teaches you how to make pacts with yourself to keep your brain on track. Indistractable is a guide to making decisions and seeing them through. 

Empowering and optimistic, this is the book that will help you design your time, realise your ambitions, and live the life you really want.",Bloomsbury Publishing,400.0,"Technology &amp, Engineering , General",9.78153E+12,English,17-Oct-19,374,user_374,Other
374,Watchmen (2019 Edition),Alan Moore,4.2,222,98.42,SAR,"Soon to be an HBO original series, Watchmen, the groundbreaking series from award-winning author Alan Moore, presents a world where the mere presence of American superheroes changed history--the U.S. won the Vietnam War, Nixon is still president, and the Cold War is in full effect. Considered the greatest graphic novel in the history of the medium, the Hugo Award-winning story chronicles the fall from grace of a group of superheroes plagued by all-too-human failings. Along the way, the concept of the superhero is dissected as an unknown assassin stalks the erstwhile heroes. This edition of Watchmen, the groundbreaking series from Alan Moore, the award-winning writer of V For Vendetta and Batman: The Killing Joke, and features art from industry legend Dave Gibbons, with high-quality, recolored pages found in Watchmen: Abslolute Edtion.",DC Comics,448.0,none,9.78178E+12,English,18-Jun-19,375,user_375,Female
375,Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,5.0,6,78.72,SAR,"Now beyond its eleventh printing and translated into twelve languages, Michael Porter’s The Competitive Advantage of Nations has changed completely our conception of how prosperity is created and sustained in the modern global economy. Porter’s groundbreaking study of international competitiveness has shaped national policy in countries around the world. It has also transformed thinking and action in states, cities, companies, and even entire regions such as Central America.

Based on research in ten leading trading nations, The Competitive Advantage of Nations offers the first theory of competitiveness based on the causes of the productivity with which companies compete. Porter shows how traditional comparative advantages such as natural resources and pools of labor have been superseded as sources of prosperity, and how broad macroeconomic accounts of competitiveness are insufficient. The book introduces Porter’s “diamond,” a whole new way to understand the competitive position of a nation (or other locations) in global competition that is now an integral part of international business thinking. Porter's concept of “clusters,” or groups of interconnected firms, suppliers, related industries, and institutions that arise in particular locations, has become a new way for companies and governments to think about economies, assess the competitive advantage of locations, and set public policy.
 
Even before publication of the book, Porter’s theory had guided national reassessments in New Zealand and elsewhere. His ideas and personal involvement have shaped strategy in countries as diverse as the Netherlands, Portugal, Taiwan, Costa Rica, and India, and regions such as Massachusetts, California, and the Basque country. Hundreds of cluster initiatives have flourished throughout the world. In an era of intensifying global competition, this pathbreaking book on the new wealth of nations has become the standard by which all future work must be measured.",Simon and Schuster,592.0,"Business &amp, Economics , Management Science",9.78142E+12,English,30-Jun-08,376,user_376,Other
376,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.1,"1,345",51.16,SAR,"YOU ARE A BADASS IS THE SELF-HELP BOOK FOR PEOPLE WHO DESPERATELY WANT TO IMPROVE THEIR LIVES BUT DON'T WANT TO GET BUSTED DOING IT.

In this refreshingly entertaining how-to guide, bestselling author and world-traveling success coach, Jen Sincero, serves up 27 bitesized chapters full of hilariously inspiring stories, sage advice, easy exercises, and the occasional swear word, helping you to: - Identify and change the self-sabotaging beliefs and behaviours that stop you from getting what you want.
- Create a life you totally love. And create it NOW!
- Make some damn money already. The kind you've never made before. By the end of You Are a Badass, you'll understand why you are how you are, how to love what you can't change, how to change what you don't love, and how to use The Force to kick some serious ass.",Hachette UK,256.0,"Self-Help , General",9.78147E+12,English,13-Oct-16,377,user_377,Female
377,"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,4.4,399,26.51,SAR,"‘Fantasy as it ought to be written’ George R.R. Martin  The kingdom of the Six Duchies is on the brink of civil war when news breaks that the crown prince has fathered a bastard son and is shamed into abdication. The child’s name is Fitz, and he is despised. Raised in the castle stables, only the company of the king’s fool, the ragged children of the lower city, and his unusual affinity with animals provide Fitz with any comfort. To be useful to the crown, Fitz is trained as an assassin; and to use the traditional magic of the Farseer family. But his tutor, allied to another political faction, is determined to discredit, even kill him. Fitz must survive: for he may be destined to save the kingdom.",HarperCollins UK,400.0,none,9.78001E+12,English,1-Sep-11,378,user_378,Male
378,Death Masks,Jim Butcher,4.8,526,39.34,SAR,"The Dresden Files have taken the genre of paranormal mystery to a new level of action, excitement, and hard-hitting magical muscle. Now, in Death Masks, Jim Butcher’s smart-guy private eye may have taken on more than he can handle...

Harry Dresden, Chicago’s only practicing professional wizard, should be happy that business is pretty good for a change. But he also knows that whenever things are going good, the only way left for them to go is bad. Way bad. Such as:

• A duel with the lethal champion of the Red Court, who must kill Harry to end the war between vampires and wizards...
• Professional hit men using Harry for target practice...
• The missing Shroud of Turin—and the possible involvement of Chicago's most feared mob boss...
• A handless and headless corpse the Chicago police need identified...

Not to mention the return of Harry’s ex-girlfriend Susan, who’s still struggling with her semi-vampiric nature. And who seems to have a new man in her life. Some days, it just doesn’t pay to get out of bed. No matter how much you’re charging.",Penguin Group,464.0,"Fiction , Fantasy , Paranormal",9.7811E+12,English,5-Aug-03,379,user_379,Female
379,Marketing (The Brian Tracy Success Library),Brian Tracy,4.5,4,29.4,SAR,"Too often, businesses create a product or service and then focus their marketing efforts on trying to convince customers that they need it. But the key to successful marketing--and a successful business for that matter--is already knowing that what you are offering is what the public has been searching for! In Marketing, renowned business expert Brian Tracy has provided 21 powerful and proven ideas any business can use immediately to improve their strategic marketing results. You’ll discover how to:• Build your customer base • Set yourself apart from the competition • Use market research and focus groups to fuel better decisions • Fulfill a basic emotional need for buyers • Determine the correct price point for your offerings • Make the most of your distribution channels • Give customers a reason to switch from your competitors • And much more!Complete with time-tested marketing strategies, as well as Tracy’s trademark wisdom, this practical pocket guide shows you how to overcome the competition, increase sales and profitability, and dominate your market niche.",AMACOM,112.0,"Business &amp, Economics , Marketing , Multilevel",9.78081E+12,English,11-Jun-14,380,user_380,Female
380,Batman vs. Superman: The Greatest Battles,Geoff Johns,4.4,715,39.34,SAR,"THE MAN OF STEEL AGAINST THE DARK KNIGHT!
Superman and Batman are usually allies, but when they do have to go toe-to-toe, it’s the ultimate battle of brains versus brawn! Can an ordinary man take down an opponent with the power of a god? Can even superpowers prevail against a tactical genius who is never less than ten steps ahead? 
From all-star comic talents Frank Miller, Geoff Johns, Jim Lee, Jeph Loeb, Scott Snyder, Greg Capullo and more, these stories tackle the oldest fan debate in comics: Who would win—Superman or Batman? Collects stories from JUSTICE LEAGUE #2, BATMAN #612, SUPERMAN/BATMAN #78, BATMAN #35-36, BATMAN: THE DARK NIGHT RETURNS #4 and MAN OF STEEL #4.",DC,147.0,"Comics &amp, Graphic Novels , Superheroes",9.7814E+12,English,8-Dec-15,381,user_381,Other
381,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,11,36.86,SAR,"The intoxicating and bloodthirsty finale to the New York Times bestselling The Cruel Prince, nominated for the CILIP CARNEGIE MEDAL 2019, and  New York Times bestseller The Wicked King 

After being pronounced Queen of Faerie and then abruptly exiled by the Wicked King Cardan, Jude finds herself unmoored, the queen of nothing. She spends her time with Vivi and Oak, watching reality television, and doing odd jobs, including squaring up to a cannibalistic faerie.

When her twin sister Taryn shows up asking a favour, Jude jumps at the chance to return to the Faerie world, even if it means facing Cardan, who she loves despite his betrayal. When a dark curse is unveiled, Jude must become the first mortal Queen of Faerie and break the curse, or risk upsetting the balance of the whole Faerie world.",Bonnier Zaffre Ltd.,448.0,"Fiction , Fantasy , Dark Fantasy",9.78147E+12,English,19-Nov-19,382,user_382,Other
382,Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,4.5,4,32.36,SAR,"The key to a harmonious, highly effective work environment is not by ensuring you work among carbon-copies of yourself whose personalities never clash with one another or with you. That pipe dream could not ever happen, nor would it result in a successful team collaboration even if it could. Instead, most of us are going to work today with individuals who at times come across as incompetent, lazy, spotlight-hugging, whiny, or backstabbing. And then tomorrow we go to work with them again . . . and again . . . and again.Like it or not, the bulk of our waking hours are spent with people at work--people who can grate on our nerves. Therefore, learning to interact effectively with difficult employees, colleagues, and bosses is an absolute essential for our success. With Powerful Phrases for Dealing with Difficult People, anyone can learn how to confront head-on the difficult situations that can arise when dealing with these personalities, before they fester and spread. Helpful features inside this practical and easy-to-use book include:• Thirty common personality traits, behaviors, and workplace scenarios along with the phrases that work best with each • Nonverbal communication skills to back up your words • Sample dialogues that demonstrate how phrasing improves interactions • A five-step process for moving from conflict to resolution • “Why This Works” sections that provide detailed explanationsButton-pushing situations are going to come up today at work--and tomorrow too. Don’t let them rent space inside of you and turning everything to mold. Instead, choose to deploy simple phrases to regain control and resolve conflicts. When you do, you, your colleagues, and your company will be all the better for it!",AMACOM,240.0,"Business &amp, Economics , Business Communication , General",9.78081E+12,English,15-Oct-13,383,user_383,Male
383,Business Strategy (The Brian Tracy Success Library),Brian Tracy,4.5,4,38.33,SAR,"How will you determine if your company has succeeded if you can’t base its performance on a well-defined business strategy? A strategic plan, established at your venture’s birth, helps crystalize the future of the organization--mapping a clear path from where the company stands today to where you wish it to be.Renowned business author Brian Tracy has provided a simple path to creating the specific business strategy needed for your company’s success. Readers of Business Strategy will discover how to:• Ask the five key questions vital to any strategic plan• Determine a corporate mission that lifts and inspires people• Define themselves in relation to their competition• Anticipate crises• Reposition their business with new products, services, and technology• And moreIncorporating wide-ranging examples--from Alexander the Great to IBM to General Electric--this concise, practical guide gives readers proven ideas for increasing their company’s bottom line and maximizing their strengths and opportunities. The path to success starts at the beginning!",AMACOM,112.0,"Business &amp, Economics , Management",9.78081E+12,English,29-Apr-15,384,user_384,Female
384,Dark Matter: A Novel,Blake Crouch,4.4,"1,408",28.61,SAR,"A mindbending, relentlessly surprising thriller from the author of the bestselling Wayward Pines trilogy.

“Are you happy with your life?” 
 
Those are the last words Jason Dessen hears before the masked abductor knocks him unconscious. 
 
Before he awakens to find himself strapped to a gurney, surrounded by strangers in hazmat suits. 
 
Before a man Jason’s never met smiles down at him and says, “Welcome back, my friend.”  
 
In this world he’s woken up to, Jason’s life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible.
 
Is it this world or the other that’s the dream? And even if the home he remembers is real, how can Jason possibly make it back to the family he loves? The answers lie in a journey more wondrous and horrifying than anything he could’ve imagined—one that will force him to confront the darkest parts of himself even as he battles a terrifying, seemingly unbeatable foe.
 
Dark Matter is a brilliantly plotted tale that is at once sweeping and intimate, mind-bendingly strange and profoundly human—a relentlessly surprising science-fiction thriller about choices, paths not taken, and how far we’ll go to claim the lives we dream of.",Broadway Books,368.0,none,9.7811E+12,English,26-Jul-16,385,user_385,Male
